example_id                                                                                                             | status  | run_time        |
./engines/immo_promo/spec/controllers/concerns/immo/promo/financial_dashboard/budget_analysis_spec.rb[1:4:5:1]         | failed  | 0.19952 seconds |
./engines/immo_promo/spec/controllers/concerns/immo/promo/financial_dashboard/budget_analysis_spec.rb[1:5:1]           | pending | 0.00079 seconds |
./engines/immo_promo/spec/controllers/concerns/immo/promo/permit_workflow/compliance_tracking_spec.rb[1:1:1:1]         | failed  | 0.34374 seconds |
./engines/immo_promo/spec/controllers/concerns/immo/promo/permit_workflow/compliance_tracking_spec.rb[1:1:2:1]         | failed  | 0.34076 seconds |
./engines/immo_promo/spec/controllers/concerns/immo/promo/permit_workflow/compliance_tracking_spec.rb[1:2:1:1]         | passed  | 0.33859 seconds |
./engines/immo_promo/spec/controllers/concerns/immo/promo/permit_workflow/compliance_tracking_spec.rb[1:2:2:1]         | passed  | 0.33782 seconds |
./engines/immo_promo/spec/controllers/concerns/immo/promo/permit_workflow/compliance_tracking_spec.rb[1:2:3:1]         | passed  | 0.33802 seconds |
./engines/immo_promo/spec/controllers/concerns/immo/promo/permit_workflow/compliance_tracking_spec.rb[1:2:4:1]         | failed  | 0.00313 seconds |
./engines/immo_promo/spec/controllers/concerns/immo/promo/permit_workflow/compliance_tracking_spec.rb[1:3:1:1]         | failed  | 0.36094 seconds |
./engines/immo_promo/spec/controllers/concerns/immo/promo/permit_workflow/compliance_tracking_spec.rb[1:3:2:1]         | passed  | 0.35271 seconds |
./engines/immo_promo/spec/controllers/concerns/immo/promo/permit_workflow/compliance_tracking_spec.rb[1:4:1]           | failed  | 0.17694 seconds |
./engines/immo_promo/spec/controllers/concerns/immo/promo/permit_workflow/compliance_tracking_spec.rb[1:5:1]           | passed  | 1.04 seconds    |
./engines/immo_promo/spec/controllers/concerns/immo/promo/permit_workflow/compliance_tracking_spec.rb[1:6:1:1]         | passed  | 0.51629 seconds |
./engines/immo_promo/spec/controllers/concerns/immo/promo/permit_workflow/compliance_tracking_spec.rb[1:6:2:1]         | failed  | 0.51317 seconds |
./engines/immo_promo/spec/controllers/concerns/immo/promo/permit_workflow/compliance_tracking_spec.rb[1:6:3:1]         | failed  | 0.51312 seconds |
./engines/immo_promo/spec/controllers/concerns/immo/promo/permit_workflow/compliance_tracking_spec.rb[1:6:4:1]         | failed  | 0.51527 seconds |
./engines/immo_promo/spec/controllers/concerns/immo/promo/permit_workflow/compliance_tracking_spec.rb[1:6:5:1]         | failed  | 0.51666 seconds |
./engines/immo_promo/spec/controllers/concerns/immo/promo/permit_workflow/compliance_tracking_spec.rb[1:7:1:1]         | failed  | 0.34654 seconds |
./engines/immo_promo/spec/controllers/concerns/immo/promo/permit_workflow/compliance_tracking_spec.rb[1:7:2:1]         | failed  | 0.34743 seconds |
